dname1,dname2,date,value,unit
彰化縣,火雞,97,17650,隻
彰化縣,火雞,98,10833,隻
彰化縣,火雞,99,10807,隻
彰化縣,火雞,100,16079,隻
彰化縣,火雞,101,12600,隻
彰化縣,火雞,102,9202,隻
彰化縣,火雞,103,12957,隻
彰化縣,雞,104,55632609,隻
彰化縣,雞,105,58228212,隻
彰化縣,雞,106,57401420,隻
彰化縣,雞,107,62385530,隻
彰化縣,雞,108,64914881,隻
彰化縣,雞,109,69544839,隻
彰化縣,鴨,104,5968824,隻
彰化縣,鴨,105,6328700,隻
彰化縣,鴨,106,6149610,隻
彰化縣,鴨,107,6302924,隻
彰化縣,鴨,108,7084347,隻
彰化縣,鴨,109,8097629,隻
彰化縣,鵝,104,59806,隻
彰化縣,鵝,105,37169,隻
彰化縣,鵝,106,86041,隻
彰化縣,鵝,107,119526,隻
彰化縣,鵝,108,84863,隻
彰化縣,鵝,109,114236,隻
彰化縣,火雞,104,7060,隻
彰化縣,火雞,105,3980,隻
彰化縣,火雞,106,5251,隻
彰化縣,火雞,107,2600,隻
彰化縣,火雞,108,854,隻
彰化縣,火雞,109,624,隻
南投縣,雞,85,28556000,隻
南投縣,雞,86,30088000,隻
南投縣,雞,87,29663000,隻
南投縣,雞,88,27173805,隻
南投縣,雞,89,24764389,隻
南投縣,雞,90,24719747,隻
南投縣,雞,91,25851212,隻
南投縣,雞,92,24278322,隻
南投縣,雞,93,21753459,隻
南投縣,雞,94,19183673,隻
南投縣,雞,95,19647110,隻
南投縣,雞,96,20096201,隻
南投縣,雞,97,19075845,隻
南投縣,雞,98,18413936,隻
南投縣,雞,99,19435702,隻
南投縣,雞,100,19256019,隻
南投縣,雞,101,19338512,隻
南投縣,雞,102,18028628,隻
南投縣,雞,103,20205266,隻
南投縣,鴨,85,902000,隻
南投縣,鴨,86,631000,隻
南投縣,鴨,87,487000,隻
南投縣,鴨,88,425068,隻
南投縣,鴨,89,525134,隻
南投縣,鴨,90,614626,隻
南投縣,鴨,91,633236,隻
南投縣,鴨,92,981987,隻
南投縣,鴨,93,1226374,隻
南投縣,鴨,94,954198.91,隻
南投縣,鴨,95,726439,隻
南投縣,鴨,96,1025070,隻
南投縣,鴨,97,1076307,隻
南投縣,鴨,98,1277850,隻
南投縣,鴨,99,1374443,隻
南投縣,鴨,100,1561842,隻
南投縣,鴨,101,1269679,隻
南投縣,鴨,102,1707487,隻
南投縣,鴨,103,2040447,隻
南投縣,鵝,85,111000,隻
南投縣,鵝,86,95000,隻
南投縣,鵝,87,90000,隻
南投縣,鵝,88,109513,隻
南投縣,鵝,89,93017,隻
南投縣,鵝,90,88874,隻
南投縣,鵝,91,104650,隻
南投縣,鵝,92,116811,隻
南投縣,鵝,93,121000,隻
南投縣,鵝,94,128872.469,隻
南投縣,鵝,95,89227,隻
南投縣,鵝,96,71067,隻
南投縣,鵝,97,54663,隻
南投縣,鵝,98,60385,隻
南投縣,鵝,99,64091,隻
南投縣,鵝,100,64263,隻
南投縣,鵝,101,55579,隻
南投縣,鵝,102,50443,隻
南投縣,鵝,103,55802,隻
南投縣,火雞,85,23000,隻
南投縣,火雞,86,20000,隻
南投縣,火雞,87,21000,隻
南投縣,火雞,88,12738,隻
南投縣,火雞,89,11650,隻
南投縣,火雞,90,12840,隻
南投縣,火雞,91,14585,隻
南投縣,火雞,92,12466,隻
南投縣,火雞,93,15466,隻
南投縣,火雞,94,8036.7,隻
南投縣,火雞,95,0,隻
南投縣,火雞,96,23,隻
南投縣,火雞,97,13,隻
南投縣,火雞,98,44,隻
南投縣,火雞,99,60,隻
南投縣,火雞,100,43,隻
南投縣,火雞,101,40,隻
南投縣,火雞,102,25,隻
南投縣,雞,104,19516333,隻
南投縣,雞,105,21005412,隻
南投縣,雞,106,20521364,隻
南投縣,雞,107,21951700,隻
南投縣,雞,108,22159544,隻
南投縣,雞,109,23978480,隻
南投縣,鴨,104,1155444,隻
南投縣,鴨,105,1252596,隻
南投縣,鴨,106,1639061,隻
南投縣,鴨,107,1368721,隻
南投縣,鴨,108,1453118,隻
南投縣,鴨,109,1382542,隻
南投縣,鵝,104,11229,隻
南投縣,鵝,105,6643,隻
南投縣,鵝,106,11342,隻
南投縣,鵝,107,11567,隻
南投縣,鵝,108,25195,隻
南投縣,鵝,109,30409,隻
南投縣,火雞,108,0,隻
南投縣,火雞,109,34,隻
雲林縣,雞,85,42648000,隻
雲林縣,雞,86,55338000,隻
雲林縣,雞,87,53125000,隻
雲林縣,雞,88,52322936,隻
雲林縣,雞,89,53595095,隻
雲林縣,雞,90,47853644,隻
雲林縣,雞,91,48169578,隻
雲林縣,雞,92,47417608,隻
雲林縣,雞,93,54844957,隻
雲林縣,雞,94,42808665.36,隻
雲林縣,雞,95,45283596,隻
雲林縣,雞,96,45798764,隻
雲林縣,雞,97,45102316,隻
雲林縣,雞,98,47602198,隻
雲林縣,雞,99,50766345,隻
雲林縣,雞,100,51369686,隻
雲林縣,雞,101,46884397,隻
雲林縣,雞,102,45554262,隻
雲林縣,雞,103,49159649,隻
雲林縣,鴨,85,6970000,隻
雲林縣,鴨,86,6526000,隻
雲林縣,鴨,87,6200000,隻
雲林縣,鴨,88,6719993,隻
雲林縣,鴨,89,5260932,隻
雲林縣,鴨,90,4070661,隻
雲林縣,鴨,91,4593577,隻
雲林縣,鴨,92,4577383,隻
雲林縣,鴨,93,5888611,隻
雲林縣,鴨,94,5264661.895,隻
雲林縣,鴨,95,5679828,隻
雲林縣,鴨,96,5658567,隻
雲林縣,鴨,97,5153696,隻
雲林縣,鴨,98,5184694,隻
雲林縣,鴨,99,5680525,隻
雲林縣,鴨,100,5493463,隻
雲林縣,鴨,101,5523847,隻
雲林縣,鴨,102,6772103,隻
雲林縣,鴨,103,8090863,隻
雲林縣,鵝,85,3051000,隻
雲林縣,鵝,86,3001000,隻
雲林縣,鵝,87,2914000,隻
雲林縣,鵝,88,2978614,隻
雲林縣,鵝,89,2686752,隻
雲林縣,鵝,90,2643333,隻
雲林縣,鵝,91,2907153,隻
雲林縣,鵝,92,3174173,隻
雲林縣,鵝,93,3297000,隻
雲林縣,鵝,94,3536295.961,隻
雲林縣,鵝,95,3550598,隻
雲林縣,鵝,96,3108958,隻
雲林縣,鵝,97,2666259,隻
雲林縣,鵝,98,2163583,隻
雲林縣,鵝,99,2149842,隻
雲林縣,鵝,100,2378295,隻
雲林縣,鵝,101,2137403,隻
雲林縣,鵝,102,2109342,隻
雲林縣,鵝,103,2308959,隻
雲林縣,火雞,85,23000,隻
雲林縣,火雞,86,36000,隻
雲林縣,火雞,87,55000,隻
雲林縣,火雞,88,52636,隻
雲林縣,火雞,89,35724,隻
雲林縣,火雞,90,47576,隻
雲林縣,火雞,91,36801,隻
雲林縣,火雞,92,39478,隻
雲林縣,火雞,93,44516,隻
雲林縣,火雞,94,56214.9,隻
雲林縣,火雞,95,74839,隻
雲林縣,火雞,96,73705,隻
雲林縣,火雞,97,54895,隻
雲林縣,火雞,98,60605,隻
雲林縣,火雞,99,67583,隻
雲林縣,火雞,100,79873,隻
雲林縣,火雞,101,75881,隻
雲林縣,火雞,102,63611,隻
雲林縣,火雞,103,65095,隻
雲林縣,雞,104,46025347,隻
雲林縣,雞,105,48776746,隻
雲林縣,雞,106,50688390,隻
雲林縣,雞,107,57137708,隻
雲林縣,雞,108,60680713,隻
雲林縣,雞,109,59304342,隻
雲林縣,鴨,104,8147722,隻
雲林縣,鴨,105,9731121,隻
雲林縣,鴨,106,11702235,隻
雲林縣,鴨,107,11687734,隻
雲林縣,鴨,108,11976700,隻
雲林縣,鴨,109,10149645,隻
雲林縣,鵝,104,388569,隻
雲林縣,鵝,105,350896,隻
雲林縣,鵝,106,703358,隻
雲林縣,鵝,107,827001,隻
雲林縣,鵝,108,893027,隻
雲林縣,鵝,109,1317814,隻
雲林縣,火雞,104,74598,隻
雲林縣,火雞,105,61125,隻
雲林縣,火雞,106,75039,隻
雲林縣,火雞,107,62043,隻
雲林縣,火雞,108,44072,隻
雲林縣,火雞,109,60257,隻
嘉義縣,雞,85,24679000,隻
嘉義縣,雞,86,29013000,隻
嘉義縣,雞,87,31002000,隻
嘉義縣,雞,88,30856695,隻
嘉義縣,雞,89,32213248,隻
嘉義縣,雞,90,32370451,隻
嘉義縣,雞,91,31600373,隻
嘉義縣,雞,92,31045487,隻
嘉義縣,雞,93,32300831,隻
嘉義縣,雞,94,26344923.44,隻
嘉義縣,雞,95,29199548,隻
嘉義縣,雞,96,28216262,隻
嘉義縣,雞,97,29491170,隻
嘉義縣,雞,98,31392851,隻
嘉義縣,雞,99,32612139,隻
嘉義縣,雞,100,34671884,隻
嘉義縣,雞,101,31513090,隻
嘉義縣,雞,102,28356858,隻
嘉義縣,雞,103,31464340,隻
嘉義縣,鴨,85,1610000,隻
嘉義縣,鴨,86,1664000,隻
嘉義縣,鴨,87,1402000,隻
嘉義縣,鴨,88,1326713,隻
嘉義縣,鴨,89,1033111,隻
嘉義縣,鴨,90,733333,隻
嘉義縣,鴨,91,765974,隻
嘉義縣,鴨,92,634710,隻
嘉義縣,鴨,93,889618,隻
嘉義縣,鴨,94,670657.335,隻
嘉義縣,鴨,95,602203,隻
嘉義縣,鴨,96,591477,隻
嘉義縣,鴨,97,590866,隻
嘉義縣,鴨,98,600108,隻
嘉義縣,鴨,99,573068,隻
嘉義縣,鴨,100,535298,隻
嘉義縣,鴨,101,391014,隻
嘉義縣,鴨,102,457803,隻
嘉義縣,鴨,103,455188,隻
嘉義縣,鵝,85,688000,隻
嘉義縣,鵝,86,726000,隻
嘉義縣,鵝,87,703000,隻
嘉義縣,鵝,88,675529,隻
嘉義縣,鵝,89,593152,隻
嘉義縣,鵝,90,581254,隻
嘉義縣,鵝,91,566636,隻
嘉義縣,鵝,92,627693,隻
嘉義縣,鵝,93,638000,隻
嘉義縣,鵝,94,656484.675,隻
嘉義縣,鵝,95,678863,隻
嘉義縣,鵝,96,604107,隻
嘉義縣,鵝,97,590257,隻
嘉義縣,鵝,98,566469,隻
嘉義縣,鵝,99,571926,隻
嘉義縣,鵝,100,580966,隻
嘉義縣,鵝,101,591305,隻
嘉義縣,鵝,102,688903,隻
嘉義縣,鵝,103,775902,隻
嘉義縣,火雞,85,41000,隻
嘉義縣,火雞,86,44000,隻
嘉義縣,火雞,87,53000,隻
嘉義縣,火雞,88,99363,隻
嘉義縣,火雞,89,107692,隻
嘉義縣,火雞,90,86884,隻
嘉義縣,火雞,91,57882,隻
嘉義縣,火雞,92,54092,隻
嘉義縣,火雞,93,71677,隻
嘉義縣,火雞,94,76446.3,隻
嘉義縣,火雞,95,70312,隻
嘉義縣,火雞,96,60405,隻
嘉義縣,火雞,97,70053,隻
嘉義縣,火雞,98,65025,隻
嘉義縣,火雞,99,39792,隻
嘉義縣,火雞,100,41226,隻
嘉義縣,火雞,101,37786,隻
嘉義縣,火雞,102,42356,隻
嘉義縣,火雞,103,38948,隻
嘉義縣,雞,104,32062328,隻
嘉義縣,雞,105,36664151,隻
嘉義縣,雞,106,33172296,隻
嘉義縣,雞,107,34507166,隻
嘉義縣,雞,108,40653276,隻
嘉義縣,雞,109,41471993,隻
嘉義縣,鴨,104,604123,隻
嘉義縣,鴨,105,537226,隻
嘉義縣,鴨,106,489595,隻
嘉義縣,鴨,107,427588,隻
嘉義縣,鴨,108,398082,隻
嘉義縣,鴨,109,341708,隻
嘉義縣,鵝,104,234350,隻
嘉義縣,鵝,105,338731,隻
嘉義縣,鵝,106,571006,隻
嘉義縣,鵝,107,622603,隻
嘉義縣,鵝,108,614515,隻
嘉義縣,鵝,109,699673,隻
嘉義縣,火雞,104,45067,隻
嘉義縣,火雞,105,50595,隻
嘉義縣,火雞,106,42879,隻
嘉義縣,火雞,107,41213,隻
嘉義縣,火雞,108,42800,隻
嘉義縣,火雞,109,56728,隻
臺南縣,雞,85,46628000,隻
臺南縣,雞,86,50499000,隻
臺南縣,雞,87,51771000,隻
臺南縣,雞,88,50831531,隻
臺南縣,雞,89,53517601,隻
臺南縣,雞,90,50222056,隻
臺南縣,雞,91,51955632,隻
臺南縣,雞,92,48378335,隻
臺南縣,雞,93,43084800,隻
臺南縣,雞,94,43007183.63,隻
臺南縣,雞,95,43607147,隻
臺南縣,雞,96,44760426,隻
臺南縣,雞,97,42359469,隻
臺南縣,雞,98,41781323,隻
臺南縣,雞,99,43198063,隻
臺南縣,鴨,85,4651000,隻
臺南縣,鴨,86,4858000,隻
臺南縣,鴨,87,4940000,隻
臺南縣,鴨,88,4958066,隻
臺南縣,鴨,89,5133330,隻
臺南縣,鴨,90,4877629,隻
臺南縣,鴨,91,5375462,隻
臺南縣,鴨,92,5175396,隻
臺南縣,鴨,93,5029755,隻
臺南縣,鴨,94,4448644.865,隻
臺南縣,鴨,95,4574237,隻
臺南縣,鴨,96,4306390,隻
臺南縣,鴨,97,3529622,隻
臺南縣,鴨,98,3420173,隻
臺南縣,鴨,99,3424679,隻
臺南縣,鵝,85,933000,隻
臺南縣,鵝,86,1060000,隻
臺南縣,鵝,87,1283000,隻
臺南縣,鵝,88,1200388,隻
臺南縣,鵝,89,967104,隻
臺南縣,鵝,90,875788,隻
臺南縣,鵝,91,636903,隻
臺南縣,鵝,92,672534,隻
臺南縣,鵝,93,656000,隻
臺南縣,鵝,94,568571.245,隻
臺南縣,鵝,95,701015,隻
臺南縣,鵝,96,596943,隻
臺南縣,鵝,97,557423,隻
臺南縣,鵝,98,517434,隻
臺南縣,鵝,99,585362,隻
臺南縣,火雞,85,130000,隻
臺南縣,火雞,86,121000,隻
臺南縣,火雞,87,128000,隻
臺南縣,火雞,88,161948,隻
臺南縣,火雞,89,187542,隻
臺南縣,火雞,90,165073,隻
臺南縣,火雞,91,144940,隻
臺南縣,火雞,92,133375,隻
臺南縣,火雞,93,160130,隻
臺南縣,火雞,94,152233.2,隻
臺南縣,火雞,95,145498,隻
臺南縣,火雞,96,123649,隻
臺南縣,火雞,97,127697,隻
臺南縣,火雞,98,84924,隻
臺南縣,火雞,99,87442,隻
高雄縣,雞,85,24355000,隻
高雄縣,雞,86,26779000,隻
高雄縣,雞,87,26283000,隻
高雄縣,雞,88,26275142,隻
高雄縣,雞,89,25397495,隻
高雄縣,雞,90,23386989,隻
高雄縣,雞,91,21614581,隻
高雄縣,雞,92,20105822,隻
高雄縣,雞,93,20478079,隻
高雄縣,雞,94,18823702.99,隻
高雄縣,雞,95,17847048,隻
高雄縣,雞,96,15931143,隻
高雄縣,雞,97,14190923,隻
高雄縣,雞,98,13568486,隻
高雄縣,雞,99,14694588,隻
高雄縣,鴨,85,5050000,隻
高雄縣,鴨,86,4868000,隻
高雄縣,鴨,87,3394000,隻
高雄縣,鴨,88,2771973,隻
高雄縣,鴨,89,2123742,隻
高雄縣,鴨,90,1675103,隻
高雄縣,鴨,91,1258016,隻
高雄縣,鴨,92,1354342,隻
高雄縣,鴨,93,1284380,隻
高雄縣,鴨,94,1039058.015,隻
高雄縣,鴨,95,1243927,隻
高雄縣,鴨,96,1112995,隻
高雄縣,鴨,97,1004275,隻
高雄縣,鴨,98,1027855,隻
高雄縣,鴨,99,1159784,隻
高雄縣,鵝,85,246000,隻
高雄縣,鵝,86,248000,隻
高雄縣,鵝,87,249000,隻
高雄縣,鵝,88,227237,隻
高雄縣,鵝,89,186060,隻
高雄縣,鵝,90,171037,隻
高雄縣,鵝,91,150924,隻
高雄縣,鵝,92,136401,隻
高雄縣,鵝,93,194000,隻
高雄縣,鵝,94,113862.859,隻
高雄縣,鵝,95,194811,隻
高雄縣,鵝,96,147328,隻
高雄縣,鵝,97,143766,隻
高雄縣,鵝,98,143703,隻
高雄縣,鵝,99,199021,隻
高雄縣,火雞,85,9000,隻
高雄縣,火雞,86,10000,隻
高雄縣,火雞,87,10000,隻
高雄縣,火雞,88,9200,隻
高雄縣,火雞,89,7876,隻
高雄縣,火雞,90,4786,隻
高雄縣,火雞,91,3660,隻
高雄縣,火雞,92,3743,隻
高雄縣,火雞,93,1321,隻
高雄縣,火雞,94,1568.7,隻
高雄縣,火雞,95,0,隻
高雄縣,火雞,96,375,隻
高雄縣,火雞,97,398,隻
高雄縣,火雞,98,180,隻
高雄縣,火雞,99,865,隻
屏東縣,雞,85,39286000,隻
屏東縣,雞,86,40059000,隻
屏東縣,雞,87,42224000,隻
屏東縣,雞,88,44979956,隻
屏東縣,雞,89,45279776,隻
屏東縣,雞,90,45124418,隻
屏東縣,雞,91,45180554,隻
屏東縣,雞,92,44084214,隻
屏東縣,雞,93,43341448,隻
屏東縣,雞,94,46143052.63,隻
屏東縣,雞,95,45707372,隻
屏東縣,雞,96,44424947,隻
屏東縣,雞,97,41396194,隻
屏東縣,雞,98,39705823,隻
屏東縣,雞,99,39607145,隻
屏東縣,雞,100,46403900,隻
屏東縣,雞,101,45056734,隻
屏東縣,雞,102,42114225,隻
屏東縣,雞,103,46247959,隻
屏東縣,鴨,85,11027000,隻
屏東縣,鴨,86,10551000,隻
屏東縣,鴨,87,8392000,隻
屏東縣,鴨,88,8810629,隻
屏東縣,鴨,89,9475521,隻
屏東縣,鴨,90,9604598,隻
屏東縣,鴨,91,9637471,隻
屏東縣,鴨,92,9868376,隻
屏東縣,鴨,93,10054844,隻
屏東縣,鴨,94,13246220.83,隻
屏東縣,鴨,95,16132380,隻
屏東縣,鴨,96,15362510,隻
屏東縣,鴨,97,13393427,隻
屏東縣,鴨,98,11156735,隻
屏東縣,鴨,99,11158103,隻
屏東縣,鴨,100,11515698,隻
屏東縣,鴨,101,10631143,隻
屏東縣,鴨,102,12044093,隻
屏東縣,鴨,103,14308205,隻
屏東縣,鵝,85,532000,隻
屏東縣,鵝,86,599000,隻
屏東縣,鵝,87,654000,隻
屏東縣,鵝,88,701882,隻
屏東縣,鵝,89,704730,隻
屏東縣,鵝,90,700697,隻
屏東縣,鵝,91,779410,隻
屏東縣,鵝,92,787330,隻
屏東縣,鵝,93,832000,隻
屏東縣,鵝,94,747977.483,隻
屏東縣,鵝,95,802796,隻
屏東縣,鵝,96,711484,隻
屏東縣,鵝,97,670001,隻
屏東縣,鵝,98,721737,隻
屏東縣,鵝,99,740112,隻
屏東縣,鵝,100,859644,隻
屏東縣,鵝,101,882621,隻
屏東縣,鵝,102,978342,隻
屏東縣,鵝,103,1022361,隻
屏東縣,火雞,85,28000,隻
屏東縣,火雞,86,28000,隻
屏東縣,火雞,87,21000,隻
屏東縣,火雞,88,19047,隻
屏東縣,火雞,89,20985,隻
屏東縣,火雞,90,18657,隻
屏東縣,火雞,91,17317,隻
屏東縣,火雞,92,15208,隻
屏東縣,火雞,93,7846,隻
屏東縣,火雞,94,9313.5,隻
屏東縣,火雞,95,0,隻
屏東縣,火雞,96,23,隻
屏東縣,火雞,97,38,隻
屏東縣,火雞,98,12,隻
屏東縣,火雞,99,8,隻
屏東縣,火雞,100,13,隻
屏東縣,火雞,101,41,隻
屏東縣,火雞,102,75,隻
屏東縣,火雞,103,39,隻
屏東縣,雞,104,45704211,隻
屏東縣,雞,105,51920064,隻
屏東縣,雞,106,52405830,隻
屏東縣,雞,107,52272076,隻
屏東縣,雞,108,57467249,隻
屏東縣,雞,109,54618210,隻
屏東縣,鴨,104,12000622,隻
屏東縣,鴨,105,11322563,隻
屏東縣,鴨,106,10928512,隻
屏東縣,鴨,107,11110213,隻
屏東縣,鴨,108,11795011,隻
屏東縣,鴨,109,10985847,隻
屏東縣,鵝,104,256474,隻
屏東縣,鵝,105,165979,隻
屏東縣,鵝,106,204917,隻
屏東縣,鵝,107,214093,隻
屏東縣,鵝,108,241826,隻
屏東縣,鵝,109,315415,隻
屏東縣,火雞,104,48,隻
屏東縣,火雞,105,16,隻
屏東縣,火雞,106,0,隻
屏東縣,火雞,107,0,隻
屏東縣,火雞,108,0,隻
屏東縣,火雞,109,2,隻
臺東縣,雞,85,5157000,隻
臺東縣,雞,86,5129000,隻
臺東縣,雞,87,4657000,隻
臺東縣,雞,88,5201539,隻
臺東縣,雞,89,5547098,隻
臺東縣,雞,90,5691789,隻
臺東縣,雞,91,5575384,隻
臺東縣,雞,92,4745286,隻
臺東縣,雞,93,4190275,隻
臺東縣,雞,94,4680407.08,隻
臺東縣,雞,95,3364585,隻
臺東縣,雞,96,2026720,隻
臺東縣,雞,97,2152113,隻
臺東縣,雞,98,2332126,隻
臺東縣,雞,99,2175439,隻
臺東縣,雞,100,2520270,隻
臺東縣,雞,101,2454243,隻
臺東縣,雞,102,1532277,隻
臺東縣,雞,103,2218518,隻
臺東縣,鴨,85,227000,隻
臺東縣,鴨,86,194000,隻
臺東縣,鴨,87,113000,隻
臺東縣,鴨,88,68694,隻
臺東縣,鴨,89,65704,隻
臺東縣,鴨,90,59580,隻
臺東縣,鴨,91,76441,隻
臺東縣,鴨,92,95797,隻
臺東縣,鴨,93,67360,隻
臺東縣,鴨,94,19550.685,隻
臺東縣,鴨,95,0,隻
臺東縣,鴨,96,2671,隻
臺東縣,鴨,97,7948,隻
臺東縣,鴨,98,1288,隻
臺東縣,鴨,99,2004,隻
臺東縣,鴨,100,1567,隻
臺東縣,鴨,101,1283,隻
臺東縣,鴨,102,1201,隻
臺東縣,鴨,103,1658,隻
臺東縣,鵝,85,64000,隻
臺東縣,鵝,86,65000,隻
臺東縣,鵝,87,43000,隻
臺東縣,鵝,88,39959,隻
臺東縣,鵝,89,30756,隻
臺東縣,鵝,90,31377,隻
臺東縣,鵝,91,17024,隻
臺東縣,鵝,92,18068,隻
臺東縣,鵝,93,18000,隻
臺東縣,鵝,94,7203.339,隻
臺東縣,鵝,95,0,隻
臺東縣,鵝,96,299,隻
臺東縣,鵝,97,248,隻
臺東縣,鵝,98,36,隻
臺東縣,鵝,99,2222,隻
臺東縣,鵝,100,5388,隻
臺東縣,鵝,101,2185,隻
臺東縣,鵝,102,20,隻
臺東縣,鵝,103,434,隻
臺東縣,火雞,85,11000,隻
臺東縣,火雞,86,9000,隻
臺東縣,火雞,87,7000,隻
臺東縣,火雞,88,6499,隻
臺東縣,火雞,89,4548,隻
臺東縣,火雞,90,5531,隻
臺東縣,火雞,91,5959,隻
臺東縣,火雞,92,4014,隻
臺東縣,火雞,93,3838,隻
臺東縣,火雞,94,3206.7,隻
臺東縣,火雞,95,0,隻
臺東縣,火雞,96,51,隻
臺東縣,火雞,97,41,隻
臺東縣,火雞,98,25,隻
臺東縣,火雞,99,2,隻
臺東縣,火雞,100,32,隻
臺東縣,火雞,101,184,隻
臺東縣,火雞,102,113,隻
臺東縣,火雞,103,115,隻
臺東縣,雞,104,2551149,隻
臺東縣,雞,105,2943099,隻
臺東縣,雞,106,2709686,隻
臺東縣,雞,107,2324070,隻
臺東縣,雞,108,2463477,隻
臺東縣,雞,109,2041113,隻
臺東縣,鴨,104,370,隻
臺東縣,鴨,105,421,隻
臺東縣,鴨,106,723,隻
臺東縣,鴨,107,1211,隻
臺東縣,鴨,108,1239,隻
臺東縣,鴨,109,918,隻
臺東縣,鵝,104,364,隻
臺東縣,鵝,105,1312,隻
臺東縣,鵝,106,2557,隻
臺東縣,鵝,107,2329,隻
臺東縣,鵝,108,2197,隻
臺東縣,鵝,109,1717,隻
臺東縣,火雞,104,52,隻
臺東縣,火雞,105,28,隻
臺東縣,火雞,106,47,隻
臺東縣,火雞,107,40,隻
臺東縣,火雞,108,79,隻
臺東縣,火雞,109,39,隻
花蓮縣,雞,85,3459000,隻
花蓮縣,雞,86,4269000,隻
花蓮縣,雞,87,3201000,隻
花蓮縣,雞,88,2971260,隻
花蓮縣,雞,89,2641086,隻
花蓮縣,雞,90,2542396,隻
花蓮縣,雞,91,2578596,隻
花蓮縣,雞,92,2636294,隻
花蓮縣,雞,93,1983819,隻
花蓮縣,雞,94,2176168.624,隻
花蓮縣,雞,95,1248084,隻
花蓮縣,雞,96,1320341,隻
花蓮縣,雞,97,1188206,隻
花蓮縣,雞,98,1071478,隻
花蓮縣,雞,99,1036620,隻
花蓮縣,雞,100,1234677,隻
花蓮縣,雞,101,1174703,隻
花蓮縣,雞,102,930526,隻
花蓮縣,雞,103,782732,隻
花蓮縣,鴨,85,557000,隻
花蓮縣,鴨,86,660000,隻
花蓮縣,鴨,87,695000,隻
花蓮縣,鴨,88,1070294,隻
花蓮縣,鴨,89,1020868,隻
花蓮縣,鴨,90,931444,隻
花蓮縣,鴨,91,1024456,隻
花蓮縣,鴨,92,1329523,隻
花蓮縣,鴨,93,711617,隻
花蓮縣,鴨,94,1744001.15,隻
花蓮縣,鴨,95,2335914,隻
花蓮縣,鴨,96,2570979,隻
花蓮縣,鴨,97,1852757,隻
花蓮縣,鴨,98,1330737,隻
花蓮縣,鴨,99,1607149,隻
花蓮縣,鴨,100,1594713,隻
花蓮縣,鴨,101,1693658,隻
花蓮縣,鴨,102,2070449,隻
花蓮縣,鴨,103,1888476,隻
花蓮縣,鵝,85,23000,隻
花蓮縣,鵝,86,34000,隻
花蓮縣,鵝,87,43000,隻
花蓮縣,鵝,88,22944,隻
花蓮縣,鵝,89,22684,隻
花蓮縣,鵝,90,22925,隻
花蓮縣,鵝,91,19383,隻
花蓮縣,鵝,92,15423,隻
花蓮縣,鵝,93,11000,隻
花蓮縣,鵝,94,9279.633,隻
花蓮縣,鵝,95,2485,隻
花蓮縣,鵝,96,1970,隻
花蓮縣,鵝,97,1864,隻
花蓮縣,鵝,98,1771,隻
花蓮縣,鵝,99,1547,隻
花蓮縣,鵝,100,1804,隻
花蓮縣,鵝,101,953,隻
花蓮縣,鵝,102,958,隻
花蓮縣,鵝,103,836,隻
花蓮縣,火雞,85,6000,隻
花蓮縣,火雞,86,6000,隻
花蓮縣,火雞,87,5000,隻
花蓮縣,火雞,88,5099,隻
花蓮縣,火雞,89,5385,隻
花蓮縣,火雞,90,5716,隻
花蓮縣,火雞,91,4618,隻
花蓮縣,火雞,92,4324,隻
花蓮縣,火雞,93,3000,隻
花蓮縣,火雞,94,3933.3,隻
花蓮縣,火雞,95,2057,隻
花蓮縣,火雞,96,1853,隻
花蓮縣,火雞,97,735,隻
花蓮縣,火雞,98,651,隻
花蓮縣,火雞,99,503,隻
花蓮縣,火雞,100,751,隻
花蓮縣,火雞,101,844,隻
花蓮縣,火雞,102,719,隻
花蓮縣,火雞,103,611,隻
花蓮縣,雞,104,881692,隻
花蓮縣,雞,105,660090,隻
花蓮縣,雞,106,655846,隻
花蓮縣,雞,107,630156,隻
花蓮縣,雞,108,869197,隻
花蓮縣,雞,109,589230,隻
花蓮縣,鴨,104,1940920,隻
花蓮縣,鴨,105,1934465,隻
花蓮縣,鴨,106,1488394,隻
花蓮縣,鴨,107,1422614,隻
花蓮縣,鴨,108,1204737,隻
花蓮縣,鴨,109,943345,隻
花蓮縣,鵝,104,678,隻
花蓮縣,鵝,105,5591,隻
花蓮縣,鵝,106,2365,隻
花蓮縣,鵝,107,2753,隻
花蓮縣,鵝,108,3880,隻
花蓮縣,鵝,109,1943,隻
花蓮縣,火雞,104,482,隻
花蓮縣,火雞,105,740,隻
花蓮縣,火雞,106,672,隻
花蓮縣,火雞,107,550,隻
花蓮縣,火雞,108,475,隻
花蓮縣,火雞,109,322,隻
澎湖縣,雞,85,351000,隻
澎湖縣,雞,86,395000,隻
澎湖縣,雞,87,395000,隻
澎湖縣,雞,88,349135,隻
澎湖縣,雞,89,286447,隻
澎湖縣,雞,90,283395,隻
澎湖縣,雞,91,251485,隻
澎湖縣,雞,92,256103,隻
澎湖縣,雞,93,218758,隻
澎湖縣,雞,94,197245.98,隻
澎湖縣,雞,95,204818,隻
澎湖縣,雞,96,195725,隻
澎湖縣,雞,97,167115,隻
澎湖縣,雞,98,67403,隻
澎湖縣,雞,99,56071,隻
澎湖縣,雞,100,54212,隻
澎湖縣,雞,101,45482,隻
